event_id,date,time,region,lat,lon,vessel_name,mmsi,imo,ship_type,event_type,risk_score,triggered_rules,nearest_infrastructure,distance_km,sources,confidence,notes
NBGM-20260710-0001,2026-07-10,15:01:04+00:00,Bornholm Area,55.2,15.9,,,,unknown,sar_unmatched,0,[],,,mock,low,Unmatched SAR research lead; detection_id=mock-sar-002; not confirmation of illicit activity.
NBGM-20260710-0002,2026-07-10,10:01:04+00:00,Barents Sea North,72.5,29.9,,,,unknown,sar_unmatched,0,[],,,mock,low,Unmatched SAR research lead; detection_id=mock-sar-003; not confirmation of illicit activity.
NBGM-20260715-0001,2026-07-15,07:30:45+00:00,Gulf of Finland,59.703193,24.558073,LOOD,276002890,0,unknown,pipeline_proximity,6,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.2 km from pipeline Balticconnector (Inkoo–Paldiski)""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),0.2,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0002,2026-07-15,07:30:45+00:00,Gulf of Finland,59.703193,24.558073,LOOD,276002890,0,unknown,identity_change,6,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.2 km from pipeline Balticconnector (Inkoo–Paldiski)""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),0.2,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0003,2026-07-15,07:30:45+00:00,Gulf of Finland,59.703193,24.558073,LOOD,276002890,0,unknown,sensitive_area_repeat_presence,6,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.2 km from pipeline Balticconnector (Inkoo–Paldiski)""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),0.2,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0001,2026-07-15,07:30:46+00:00,Gulf of Finland,59.772328,24.517075,NEREID,230938050,0,service,pipeline_proximity,7,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""4.0 km from pipeline Balticconnector (Inkoo–Paldiski)""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),4.0,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0002,2026-07-15,07:30:46+00:00,Gulf of Finland,59.772328,24.517075,NEREID,230938050,0,service,identity_change,7,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""4.0 km from pipeline Balticconnector (Inkoo–Paldiski)""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),4.0,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0003,2026-07-15,07:30:46+00:00,Gulf of Finland,59.772328,24.517075,NEREID,230938050,0,service,sensitive_area_repeat_presence,7,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""4.0 km from pipeline Balticconnector (Inkoo–Paldiski)""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),4.0,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0004,2026-07-15,05:53:07+00:00,Gulf of Finland,60.180252,24.907087,KOILLISTUULI,230094240,0,service,cable_proximity,6,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""9.8 km from cable Helsinki–Tallinn telecom corridor""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Helsinki–Tallinn telecom corridor,9.8,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0001,2026-07-15,07:30:43+00:00,Gulf of Finland,59.942062,24.031183,URSUS,230992650,0,cargo,pipeline_proximity,8,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""8.1 km from pipeline Balticconnector (Inkoo–Paldiski)""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),8.1,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0002,2026-07-15,07:30:43+00:00,Gulf of Finland,59.942062,24.031183,URSUS,230992650,0,cargo,identity_change,8,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""8.1 km from pipeline Balticconnector (Inkoo–Paldiski)""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),8.1,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0003,2026-07-15,07:30:43+00:00,Gulf of Finland,59.942062,24.031183,URSUS,230992650,0,cargo,sensitive_area_repeat_presence,8,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""8.1 km from pipeline Balticconnector (Inkoo–Paldiski)""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),8.1,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0005,2026-07-15,07:30:47+00:00,Other High North,69.821433,18.515637,SJOVAAG,259050320,,cargo,identity_change,4,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""5.4 km from cable Norway–Svalbard link""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Norway–Svalbard link,5.4,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0006,2026-07-15,07:30:22+00:00,Svalbard Approaches,76.945635,13.256362,TAURUS,273332880,,fishing,identity_change,2,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""2.1 km from cable Norway–Svalbard link""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Norway–Svalbard link,2.1,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0007,2026-07-15,07:30:40+00:00,Other High North,69.79082,18.75402,KARLSOY,257292400,,unknown,identity_change,2,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""8.1 km from cable Norway–Svalbard link""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Norway–Svalbard link,8.1,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0008,2026-07-15,10:47:47+00:00,Other Baltic,60.10198,18.803677,RESCUE EKMAN,265001110,0,service,ais_gap,7,"[{""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 9.8 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Gotland–mainland Sweden link,248.9,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0008,2026-07-15,10:47:57+00:00,Gulf of Finland,60.013417,23.946202,PILOT L244,230099950,0,service,ais_gap,8,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""9.0 km from pipeline Balticconnector (Inkoo–Paldiski)""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 9.8 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),9.0,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0008,2026-07-15,10:47:57+00:00,Other Baltic,60.2194,20.725937,SEGLINGE,230129940,0,cargo,ais_gap,9,"[{""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 9.8 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),187.9,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0002,2026-07-15,10:47:57+00:00,Other Baltic,60.2194,20.725937,SEGLINGE,230129940,0,cargo,identity_change,9,"[{""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 9.8 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),187.9,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0003,2026-07-15,10:47:57+00:00,Other Baltic,60.2194,20.725937,SEGLINGE,230129940,0,cargo,sensitive_area_repeat_presence,9,"[{""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 9.8 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),187.9,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0001,2026-07-15,10:47:57+00:00,Gulf of Finland,59.77246,24.517173,NEREID,230938050,0,service,pipeline_proximity,9,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""4.0 km from pipeline Balticconnector (Inkoo–Paldiski)""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 9.8 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Balticconnector (Inkoo–Paldiski),4.0,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0009,2026-07-15,10:48:03+00:00,Other Baltic,59.382078,18.869265,VARMDO,265520390,8900945,unknown,identity_change,2,"[{""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Gotland–mainland Sweden link,186.5,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0004,2026-07-15,08:27:41+00:00,Gulf of Finland,60.154552,24.889463,HAAVI-3,230940680,0,service,cable_proximity,8,"[{""rule_id"": ""infra_proximity_10km"", ""points"": 1, ""evidence"": ""7.9 km from cable Helsinki–Tallinn telecom corridor""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 9.8 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Helsinki–Tallinn telecom corridor,7.9,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0004,2026-07-15,10:47:53+00:00,Gulf of Finland,60.078542,24.740472,URSUS,230992650,0,cargo,cable_proximity,11,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""3.5 km from cable Helsinki–Tallinn telecom corridor""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 9.8 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Helsinki–Tallinn telecom corridor,3.5,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0008,2026-07-15,10:47:53+00:00,Gulf of Finland,60.078542,24.740472,URSUS,230992650,0,cargo,ais_gap,11,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""3.5 km from cable Helsinki–Tallinn telecom corridor""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 9.8 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Helsinki–Tallinn telecom corridor,3.5,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0002,2026-07-15,10:47:53+00:00,Gulf of Finland,60.078542,24.740472,URSUS,230992650,0,cargo,identity_change,11,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""3.5 km from cable Helsinki–Tallinn telecom corridor""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 9.8 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Helsinki–Tallinn telecom corridor,3.5,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0003,2026-07-15,10:47:53+00:00,Gulf of Finland,60.078542,24.740472,URSUS,230992650,0,cargo,sensitive_area_repeat_presence,11,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""3.5 km from cable Helsinki–Tallinn telecom corridor""}, {""rule_id"": ""ais_gap_6h"", ""points"": 2, ""evidence"": ""AIS reporting gap of 9.8 hours""}, {""rule_id"": ""zigzag_or_anchor_drag_proxy"", ""points"": 2, ""evidence"": ""Repeated large course changes in stored AIS positions""}, {""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}, {""rule_id"": ""repeat_sensitive_area_presence"", ""points"": 2, ""evidence"": ""Repeated stored presence inside a sensitive-area bounding box""}]",Helsinki–Tallinn telecom corridor,3.5,digitraffic,low,Risk-score revision of existing research lead. Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0010,2026-07-15,08:05:43+00:00,Gulf of Finland,59.87837,30.237408,Unknown,273274950,,unknown,identity_change,2,"[{""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Helsinki–Tallinn telecom corridor,306.3,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0011,2026-07-15,08:34:38+00:00,Gulf of Finland,59.881777,30.224233,Unknown,273370120,,unknown,identity_change,2,"[{""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Helsinki–Tallinn telecom corridor,305.5,digitraffic,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0012,2026-07-15,08:39:26+00:00,Other High North,68.164413,14.282438,TORD,258206000,,unknown,identity_change,2,"[{""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Norway–Svalbard link,242.4,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0013,2026-07-15,10:42:53+00:00,Other High North,69.646805,18.957842,FDA NIKLAS,259042360,,cargo,cable_proximity,5,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.5 km from cable Norway–Svalbard link""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 3.2 hours""}]",Norway–Svalbard link,0.5,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0014,2026-07-15,10:42:53+00:00,Other High North,69.646805,18.957842,FDA NIKLAS,259042360,,cargo,loitering,5,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.5 km from cable Norway–Svalbard link""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 3.2 hours""}]",Norway–Svalbard link,0.5,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0015,2026-07-15,10:46:54+00:00,Other High North,69.64889,18.963195,ARCTIC DIVE,257032420,,cargo,cable_proximity,5,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.5 km from cable Norway–Svalbard link""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 3.3 hours""}]",Norway–Svalbard link,0.5,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0016,2026-07-15,10:46:54+00:00,Other High North,69.64889,18.963195,ARCTIC DIVE,257032420,,cargo,loitering,5,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.5 km from cable Norway–Svalbard link""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 3.3 hours""}]",Norway–Svalbard link,0.5,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0017,2026-07-15,10:46:47+00:00,Barents Sea North,70.90218,25.89428,ROLVSOYHAV 2 34,941500445,,unknown,identity_change,2,"[{""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Norway–Svalbard link,295.2,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0018,2026-07-15,10:46:53+00:00,Barents Sea North,70.875563,29.746992,JIM LENNART BO 31,941500640,,unknown,identity_change,2,"[{""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Norway–Svalbard link,427.0,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0019,2026-07-15,10:46:50+00:00,Barents Sea North,70.936417,29.575782,ANGELICA 4 64,941500724,,unknown,identity_change,2,"[{""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Norway–Svalbard link,422.7,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0020,2026-07-15,10:42:31+00:00,Barents Sea North,70.880125,28.525138,SOLHOV B3 55,941500871,,unknown,identity_change,2,"[{""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Norway–Svalbard link,384.2,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0021,2026-07-15,10:47:51+00:00,Barents Sea North,70.911662,29.552155,LORETA BUOY 1 41,941501034,,unknown,identity_change,2,"[{""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Norway–Svalbard link,421.1,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0022,2026-07-15,10:45:12+00:00,Other High North,69.646988,18.957547,LINDEN,219023617,,cargo,cable_proximity,5,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.4 km from cable Norway–Svalbard link""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 3.3 hours""}]",Norway–Svalbard link,0.4,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0023,2026-07-15,10:45:12+00:00,Other High North,69.646988,18.957547,LINDEN,219023617,,cargo,loitering,5,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.4 km from cable Norway–Svalbard link""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 3.3 hours""}]",Norway–Svalbard link,0.4,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0024,2026-07-15,10:48:02+00:00,Barents Sea North,71.016718,23.75536,N 9 F 8 39,109050573,,unknown,identity_change,2,"[{""rule_id"": ""identity_change"", ""points"": 3, ""evidence"": ""Identity field changed compared with stored AIS position""}]",Norway–Svalbard link,235.3,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0025,2026-07-15,10:47:59+00:00,Other High North,69.646412,18.95594,FROEY SPIRIT,257136440,,cargo,cable_proximity,5,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.5 km from cable Norway–Svalbard link""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 3.3 hours""}]",Norway–Svalbard link,0.5,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0026,2026-07-15,10:47:59+00:00,Other High North,69.646412,18.95594,FROEY SPIRIT,257136440,,cargo,loitering,5,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.5 km from cable Norway–Svalbard link""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 3.3 hours""}]",Norway–Svalbard link,0.5,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0027,2026-07-15,10:46:51+00:00,Other High North,69.676517,18.98455,DIVE SUPPORT GARM,257897600,,service,cable_proximity,5,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""3.2 km from cable Norway–Svalbard link""}, {""rule_id"": ""ais_gap_18h"", ""points"": 4, ""evidence"": ""AIS reporting gap of 21.5 hours""}]",Norway–Svalbard link,3.2,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0028,2026-07-15,10:46:51+00:00,Other High North,69.676517,18.98455,DIVE SUPPORT GARM,257897600,,service,ais_gap,5,"[{""rule_id"": ""infra_proximity_5km"", ""points"": 2, ""evidence"": ""3.2 km from cable Norway–Svalbard link""}, {""rule_id"": ""ais_gap_18h"", ""points"": 4, ""evidence"": ""AIS reporting gap of 21.5 hours""}]",Norway–Svalbard link,3.2,barentswatch,low,Automated research lead for human review; not a confirmed incident.
NBGM-20260715-0029,2026-07-15,10:46:06+00:00,Other High North,69.727853,18.653823,WIEANAH,259029890,,cargo,cable_proximity,5,"[{""rule_id"": ""infra_proximity_1km"", ""points"": 3, ""evidence"": ""0.2 km from cable Norway–Svalbard link""}, {""rule_id"": ""low_speed_near_infra_2h"", ""points"": 2, ""evidence"": ""Speed below 6 kn near schematic infrastructure for 3.3 hours""}]",Norway–Svalbard link,0.2,barentswatch,low,Automated research lead for human review; not a confirmed incident.
